Applicant_ID,Name,Age,Education,Employment_Type,Employment_Years,Dependents,Marital_Status,Annual_Income,Monthly_Expenses,Existing_Loans,Existing_EMI,Savings_Balance,Asset_Value,Credit_Score,Credit_History_Years,Previous_Default,Number_of_Credit_Accounts,Late_Payments,Loan_Amount_Requested,Loan_Term_Months,Loan_Purpose,Monthly_Income,DTI_Ratio,Loan_to_Income,Disposable_Income,Loan_Status,Default_Status
APP_04701,Latasha Smith,33,Postgraduate,Salaried,8,2,Single,781411,22075,2,23211,320021,1671627,751,4,0,5,1,1089132,24,Medical,65117.58,35.64,1.394,19831.58,Rejected,0
APP_04702,Ann Brooks,49,Diploma,Self-Employed,26,0,Single,986659,20646,4,32830,109423,2355742,761,12,0,3,0,1434110,84,Education,82221.58,39.93,1.454,28745.58,Approved,0
APP_04703,Matthew Garcia,29,Graduate,Self-Employed,1,1,Married,802186,15554,0,0,386072,2172204,661,10,0,8,4,960034,120,Home,66848.83,0.0,1.197,51294.83,Approved,0
APP_04704,Jimmy Davis,63,Graduate,Salaried,7,2,Married,895917,28612,0,0,284046,798995,655,1,0,7,4,958522,36,Business,74659.75,0.0,1.07,46047.75,Approved,0
APP_04705,Christine Obrien,24,Graduate,Contract,3,1,Married,439106,10629,4,16466,273825,1173656,690,1,0,6,3,411000,24,Home,36592.17,45.0,0.936,9497.17,Rejected,1
APP_04706,Christopher Martinez,61,Postgraduate,Business Owner,33,1,Single,972768,28698,1,6385,361440,491783,762,16,0,3,1,1555408,60,Personal,81064.0,7.88,1.599,45981.0,Approved,0
APP_04707,Mikayla Green,22,Graduate,Self-Employed,2,2,Single,863555,20361,4,32383,231567,665649,831,1,0,7,0,891931,36,Personal,71962.92,45.0,1.033,19218.92,Approved,0
APP_04708,Jared Mendez,40,Diploma,Self-Employed,8,1,Married,723149,18490,4,20433,297621,1233294,668,21,0,1,2,892879,36,Vehicle,60262.42,33.91,1.235,21339.42,Approved,0
APP_04709,Abigail Morton,37,Graduate,Salaried,1,3,Married,696105,21256,2,20280,199149,1640076,634,2,0,6,1,622567,120,Personal,58008.75,34.96,0.894,16472.75,Approved,0
APP_04710,Maurice Simon,47,Graduate,Salaried,22,2,Married,635728,21574,1,12816,225074,2531770,572,10,1,5,0,752177,120,Medical,52977.33,24.19,1.183,18587.33,Rejected,1
APP_04711,Keith Franklin,55,High School,Salaried,15,1,Married,562216,21738,1,17011,181671,2045699,770,3,0,7,0,355890,48,Home,46851.33,36.31,0.633,8102.33,Approved,0
APP_04712,Rachael Mcdonald,53,Graduate,Salaried,24,1,Married,618431,23472,0,0,328921,2393056,807,21,0,8,0,652400,48,Home,51535.92,0.0,1.055,28063.92,Approved,0
APP_04713,Jeremy Hale,39,Graduate,Salaried,17,1,Single,534309,10375,4,20036,140104,2414716,575,7,0,4,0,369208,24,Business,44525.75,45.0,0.691,14114.75,Rejected,1
APP_04714,Katrina Jackson,64,High School,Salaried,24,3,Married,562219,19484,3,21083,263918,1882775,706,1,0,8,2,635180,36,Vehicle,46851.58,45.0,1.13,6284.58,Approved,1
APP_04715,Rebecca Taylor,24,Diploma,Salaried,1,0,Single,466901,17394,2,17508,214485,515058,748,3,1,7,2,238123,12,Home,38908.42,45.0,0.51,4006.42,Rejected,1
APP_04716,Laura Nichols,56,Diploma,Salaried,22,3,Married,610536,17276,0,0,216054,1014782,678,8,0,6,0,206545,120,Vehicle,50878.0,0.0,0.338,33602.0,Approved,1
APP_04717,Mario Joyce,41,Graduate,Salaried,4,1,Married,706120,13271,2,20040,137938,2458140,682,13,0,8,1,682364,36,Vehicle,58843.33,34.06,0.966,25532.33,Rejected,0
APP_04718,Lauren Patel,63,Graduate,Salaried,15,3,Single,599848,24732,3,22494,301103,2265552,630,20,1,6,2,659043,120,Vehicle,49987.33,45.0,1.099,2761.33,Rejected,1
APP_04719,Lisa Murray,41,High School,Self-Employed,19,4,Married,1024373,44124,0,0,541957,1945824,690,13,0,8,3,866537,48,Education,85364.42,0.0,0.846,41240.42,Approved,0
APP_04720,Shane Johnson,29,Diploma,Business Owner,3,1,Married,1125013,36950,1,9156,157657,2349907,725,1,0,4,1,1108184,60,Vehicle,93751.08,9.77,0.985,47645.08,Approved,0
APP_04721,Teresa Bird,26,Postgraduate,Self-Employed,5,4,Married,509167,16131,2,19093,146250,1198521,632,7,1,3,0,386853,12,Home,42430.58,45.0,0.76,7206.58,Rejected,1
APP_04722,Tamara Johnson,33,Postgraduate,Business Owner,2,3,Married,1215404,24190,2,13052,512931,2879541,638,7,1,3,5,611425,84,Vehicle,101283.67,12.89,0.503,64041.67,Rejected,1
APP_04723,Rose Martin,60,High School,Salaried,27,4,Single,694525,21787,3,25687,285832,1676232,658,17,0,3,0,420131,36,Personal,57877.08,44.38,0.605,10403.08,Approved,0
APP_04724,Troy Wise,64,Postgraduate,Salaried,21,0,Single,658399,11106,0,0,202259,1336913,802,10,0,7,1,616490,84,Personal,54866.58,0.0,0.936,43760.58,Approved,0
APP_04725,Mary Garcia,26,High School,Salaried,2,1,Married,696854,19032,1,13912,158997,1351424,655,6,0,4,0,230402,24,Business,58071.17,23.96,0.331,25127.17,Approved,0
APP_04726,Tracy Barrera,64,Graduate,Salaried,2,3,Single,879417,39653,2,19269,187856,2885564,739,20,0,7,2,536125,12,Vehicle,73284.75,26.29,0.61,14362.75,Approved,0
APP_04727,Shirley Torres,40,Graduate,Self-Employed,10,2,Single,1008616,42518,2,14945,348329,1941228,689,10,1,7,3,1348495,36,Vehicle,84051.33,17.78,1.337,26588.33,Rejected,0
APP_04728,Joshua Young,49,Graduate,Self-Employed,16,0,Married,180000,6744,3,6750,64966,545824,784,10,0,4,1,87437,24,Personal,15000.0,45.0,0.486,1506.0,Approved,1
APP_04729,Ashley Molina,63,High School,Salaried,9,2,Married,675574,16989,0,0,208224,1901617,695,23,0,7,1,632196,60,Home,56297.83,0.0,0.936,39308.83,Approved,0
APP_04730,Emily Reeves,26,Graduate,Contract,4,3,Married,536155,23052,3,20105,131298,1621509,579,1,0,7,5,710721,24,Personal,44679.58,45.0,1.326,1522.58,Rejected,1
APP_04731,Michelle Horton,49,Postgraduate,Salaried,2,4,Single,885484,34004,3,32920,329535,4937083,728,22,1,6,0,1053335,48,Medical,73790.33,44.61,1.19,6866.33,Approved,1
APP_04732,Daniel Smith,53,Diploma,Salaried,6,0,Single,554205,23688,4,20782,42556,1557929,646,4,0,7,3,816097,12,Personal,46183.75,45.0,1.473,1713.75,Rejected,1
APP_04733,Hannah Taylor,53,Graduate,Salaried,28,4,Married,686224,16648,2,15739,233928,481143,553,16,1,1,2,831132,60,Medical,57185.33,27.52,1.211,24798.33,Rejected,1
APP_04734,Sonya Santana,61,High School,Business Owner,21,3,Married,830551,28784,0,0,135054,4360016,617,15,1,8,4,826266,36,Business,69212.58,0.0,0.995,40428.58,Rejected,1
APP_04735,Yvonne Villanueva,57,High School,Business Owner,13,1,Single,1245640,55684,3,28339,516199,2823735,680,16,1,7,0,1765759,24,Personal,103803.33,27.3,1.418,19780.33,Rejected,1
APP_04736,Melissa Pearson,62,Graduate,Salaried,15,3,Single,724913,19913,4,27184,263918,498388,608,20,0,1,5,967022,24,Personal,60409.42,45.0,1.334,13312.42,Rejected,1
APP_04737,Eduardo Young,28,Postgraduate,Self-Employed,8,4,Single,999049,18610,0,0,107937,1983250,690,7,0,1,2,883617,12,Home,83254.08,0.0,0.884,64644.08,Approved,0
APP_04738,Scott Daniels,40,Graduate,Self-Employed,2,3,Single,1044253,38068,3,33147,264057,3307231,705,14,1,5,1,782067,60,Personal,87021.08,38.09,0.749,15806.08,Rejected,1
APP_04739,Melissa Spears,35,High School,Business Owner,7,1,Single,600150,19826,0,0,100976,1139626,656,4,1,1,0,363328,60,Personal,50012.5,0.0,0.605,30186.5,Approved,0
APP_04740,Donald Davis,51,Graduate,Business Owner,15,0,Married,1344181,34733,2,17844,600353,3238063,659,24,0,2,3,1405667,60,Business,112015.08,15.93,1.046,59438.08,Rejected,0
APP_04741,Melody Graves,52,Graduate,Salaried,3,0,Married,696429,23743,1,12963,230103,2372223,633,22,1,4,5,1049363,84,Vehicle,58035.75,22.34,1.507,21329.75,Rejected,1
APP_04742,Danielle Cortez,39,High School,Contract,7,4,Married,292311,6048,0,0,30838,656963,677,14,1,8,1,88098,36,Medical,24359.25,0.0,0.301,18311.25,Approved,0
APP_04743,Michael Phillips,51,Graduate,Salaried,7,0,Married,382979,13627,4,14361,172055,439999,662,21,0,6,1,327616,48,Education,31914.92,45.0,0.855,3926.92,Rejected,0
APP_04744,Kelsey Harrison,27,High School,Salaried,4,0,Single,449205,12851,4,16845,76461,1184577,685,1,0,8,0,392303,36,Business,37433.75,45.0,0.873,7737.75,Approved,0
APP_04745,Matthew Cooper,51,Diploma,Salaried,19,4,Married,911960,33541,0,0,367296,1983084,850,4,0,2,0,176701,24,Education,75996.67,0.0,0.194,42455.67,Approved,0
APP_04746,Lauren Gonzales,65,Graduate,Salaried,8,3,Married,772748,23888,3,26442,193660,1938494,643,15,0,4,1,617496,12,Business,64395.67,41.06,0.799,14065.67,Rejected,1
APP_04747,Jose Wilson,56,Postgraduate,Salaried,3,0,Single,846147,28916,3,26119,125339,898853,757,11,0,5,0,857269,120,Personal,70512.25,37.04,1.013,15477.25,Approved,1
APP_04748,Gary Hall,41,Postgraduate,Salaried,4,1,Married,470230,11711,2,17633,165215,824208,589,22,0,1,1,405556,36,Business,39185.83,45.0,0.862,9841.83,Rejected,1
APP_04749,Chad Jenkins,35,Graduate,Salaried,15,2,Single,674810,28918,4,24678,144300,1939035,627,3,0,2,4,846625,84,Home,56234.17,43.88,1.255,2638.17,Rejected,1
APP_04750,Amanda Pineda,35,High School,Business Owner,13,2,Single,940317,20172,1,11854,322292,2464907,761,9,0,5,0,515486,36,Home,78359.75,15.13,0.548,46333.75,Approved,0
APP_04751,Sally Long,62,Diploma,Self-Employed,4,1,Married,704462,17926,1,8173,193694,3273489,698,5,0,7,0,925734,84,Education,58705.17,13.92,1.314,32606.17,Rejected,1
APP_04752,Lance Garza,59,High School,Salaried,25,1,Single,774546,20292,0,0,324541,1999586,653,18,1,2,2,415386,36,Vehicle,64545.5,0.0,0.536,44253.5,Rejected,1
APP_04753,Jose Cook,65,Postgraduate,Salaried,22,1,Married,826594,29122,0,0,554700,544810,735,6,1,8,2,800503,24,Business,68882.83,0.0,0.968,39760.83,Approved,0
APP_04754,Lisa Zhang,30,High School,Business Owner,4,4,Married,1008519,32595,3,24166,686894,3251749,675,1,0,8,2,483554,12,Home,84043.25,28.75,0.479,27282.25,Rejected,0
APP_04755,Rebecca Clark,57,Postgraduate,Salaried,31,1,Married,665007,18095,1,3460,169594,1547968,606,5,0,1,0,498375,24,Vehicle,55417.25,6.24,0.749,33862.25,Approved,0
APP_04756,Beth Price,21,Graduate,Salaried,1,3,Single,695530,20191,3,26082,203836,2075819,670,3,0,2,0,427395,12,Personal,57960.83,45.0,0.614,11687.83,Rejected,0
APP_04757,Richard Mays,61,Graduate,Business Owner,3,2,Married,739621,18524,3,26622,285206,1755967,654,1,0,4,0,455696,48,Vehicle,61635.08,43.19,0.616,16489.08,Rejected,0
APP_04758,Andrew Walsh,49,Graduate,Self-Employed,1,2,Married,572509,22986,0,0,233101,701484,656,7,1,2,1,761319,12,Business,47709.08,0.0,1.33,24723.08,Rejected,1
APP_04759,Hannah Harris,26,Graduate,Business Owner,6,0,Married,955234,38435,4,35821,228688,1969122,625,3,0,7,2,1142351,24,Business,79602.83,45.0,1.196,5346.83,Approved,1
APP_04760,Casey Beck,59,Postgraduate,Salaried,26,0,Married,488149,12033,2,18305,115176,1455274,737,19,0,3,2,602376,24,Education,40679.08,45.0,1.234,10341.08,Approved,0
APP_04761,Cindy Patterson,64,High School,Salaried,15,1,Married,1038282,45908,0,0,301431,4184865,850,18,0,6,0,351300,60,Home,86523.5,0.0,0.338,40615.5,Approved,0
APP_04762,April Jones,21,Diploma,Salaried,0,3,Married,743572,12591,3,27883,10000,2145289,641,2,1,4,2,1081306,48,Home,61964.33,45.0,1.454,21490.33,Rejected,1
APP_04763,Andre Conrad,38,Graduate,Business Owner,10,0,Married,625993,13210,0,0,149760,2487456,744,7,0,3,3,347915,120,Education,52166.08,0.0,0.556,38956.08,Approved,0
APP_04764,Michelle Haley,29,Graduate,Salaried,5,1,Married,629185,26615,2,23594,12593,1153990,675,5,0,2,1,212585,12,Vehicle,52432.08,45.0,0.338,2223.08,Rejected,1
APP_04765,Crystal Anthony,61,Graduate,Contract,13,2,Married,369431,15457,4,13853,91426,1398827,595,1,0,5,3,118001,12,Medical,30785.92,45.0,0.319,1475.92,Rejected,1
APP_04766,Maria Noble,33,Graduate,Self-Employed,10,1,Single,1139780,28188,0,0,346549,1290639,663,8,0,6,2,710894,24,Vehicle,94981.67,0.0,0.624,66793.67,Approved,0
APP_04767,Lynn Smith,37,Graduate,Contract,9,2,Single,471741,17069,4,17690,73107,1356855,642,7,0,6,4,598913,48,Home,39311.75,45.0,1.27,4552.75,Rejected,1
APP_04768,Gregory Lee,43,Graduate,Salaried,16,1,Married,617734,24569,3,23165,121996,237350,680,19,0,3,2,212586,120,Personal,51477.83,45.0,0.344,3743.83,Approved,0
APP_04769,William Peters,31,Graduate,Salaried,11,4,Married,548545,21927,0,0,236656,1805587,677,6,0,8,3,693698,120,Vehicle,45712.08,0.0,1.265,23785.08,Approved,0
APP_04770,Pamela Malone,54,High School,Self-Employed,2,0,Married,539238,16176,1,3617,180337,2338462,786,14,0,2,0,641203,36,Vehicle,44936.5,8.05,1.189,25143.5,Approved,0
APP_04771,Deanna Rice,26,Postgraduate,Self-Employed,5,1,Single,538773,17141,4,20203,172785,866349,693,5,1,3,0,359866,120,Personal,44897.75,45.0,0.668,7553.75,Rejected,1
APP_04772,John Brewer,42,Diploma,Salaried,11,4,Married,846254,36339,0,0,533320,3300481,817,17,0,1,0,904907,84,Vehicle,70521.17,0.0,1.069,34182.17,Approved,0
APP_04773,Dennis Hill,44,Postgraduate,Self-Employed,7,0,Married,755212,17283,0,0,297555,2103636,778,6,0,3,0,851291,60,Home,62934.33,0.0,1.127,45651.33,Approved,0
APP_04774,Danielle Frey,26,Diploma,Self-Employed,5,4,Married,259498,10311,0,0,112253,969052,683,8,1,8,0,248206,24,Vehicle,21624.83,0.0,0.956,11313.83,Approved,0
APP_04775,Ashley Gardner,62,Postgraduate,Salaried,9,1,Single,387232,15908,1,14463,50863,769806,706,6,0,1,1,371333,120,Vehicle,32269.33,44.82,0.959,1898.33,Approved,0
APP_04776,Mary Joseph,52,Postgraduate,Salaried,8,2,Single,736384,14122,2,27614,91871,2285804,604,8,1,1,5,786261,12,Personal,61365.33,45.0,1.068,19629.33,Rejected,1
APP_04777,Frank Aguilar,26,Diploma,Salaried,0,2,Single,612546,16038,3,22970,139126,1770111,657,1,0,6,1,167453,48,Home,51045.5,45.0,0.273,12037.5,Rejected,0
APP_04778,David Hardin,22,Graduate,Salaried,0,4,Single,448199,12615,0,0,66700,850654,791,2,0,8,0,541821,84,Education,37349.92,0.0,1.209,24734.92,Approved,0
APP_04779,Matthew Edwards,27,Diploma,Business Owner,3,2,Married,1292542,30423,4,31957,315886,4958463,754,8,0,8,1,599355,84,Education,107711.83,29.67,0.464,45331.83,Approved,0
APP_04780,Dennis Skinner,55,Graduate,Salaried,10,1,Single,378986,7177,3,14211,135622,497329,814,5,0,2,0,189998,48,Home,31582.17,45.0,0.501,10194.17,Approved,0
APP_04781,Gina Walker,51,High School,Salaried,30,2,Married,319464,10069,0,0,145740,563819,662,24,0,2,2,314745,24,Personal,26622.0,0.0,0.985,16553.0,Approved,0
APP_04782,Erica Owens,36,Diploma,Salaried,10,2,Married,561046,14217,3,21039,173207,869386,642,15,0,4,1,563935,24,Business,46753.83,45.0,1.005,11497.83,Rejected,0
APP_04783,Max Kennedy,62,Diploma,Salaried,8,4,Married,795833,30191,4,29843,407222,1178053,724,2,0,4,0,925814,48,Personal,66319.42,45.0,1.163,6285.42,Approved,1
APP_04784,Pamela Wright,27,Diploma,Salaried,3,1,Married,667640,24121,0,0,255239,2077428,665,3,0,1,3,63747,84,Personal,55636.67,0.0,0.095,31515.67,Approved,0
APP_04785,Leonard Garza,29,Graduate,Business Owner,6,0,Married,1461878,66045,2,24496,258993,4696413,605,1,1,8,5,1373035,24,Education,121823.17,20.11,0.939,31282.17,Rejected,1
APP_04786,Zachary Charles,22,Postgraduate,Salaried,1,2,Married,900902,21081,1,4508,201780,1838216,628,3,0,8,4,705319,120,Home,75075.17,6.0,0.783,49486.17,Approved,1
APP_04787,Rachel Garcia,35,Graduate,Salaried,2,2,Single,782356,17578,2,15315,175643,1759305,735,17,0,2,1,718751,12,Business,65196.33,23.49,0.919,32303.33,Approved,0
APP_04788,Jamie Richardson,61,High School,Salaried,22,1,Married,602826,21966,4,22605,261023,1172854,759,17,0,3,0,211799,120,Medical,50235.5,45.0,0.351,5664.5,Approved,0
APP_04789,Julie Kirk,43,Postgraduate,Salaried,17,4,Single,830251,35492,2,23372,583213,1503509,662,20,0,3,0,273891,12,Home,69187.58,33.78,0.33,10323.58,Approved,0
APP_04790,Shirley Roy,49,Graduate,Self-Employed,27,2,Married,348278,10301,1,5440,119793,1256596,687,11,0,3,0,264369,24,Personal,29023.17,18.74,0.759,13282.17,Approved,0
APP_04791,Wayne Rodriguez,54,Graduate,Business Owner,2,3,Single,180000,7986,2,6750,30388,427680,697,4,0,8,3,280233,60,Education,15000.0,45.0,1.557,264.0,Rejected,1
APP_04792,Victor Daniels,30,Postgraduate,Business Owner,9,4,Single,1174558,24742,4,43248,269843,2471053,788,6,0,8,1,796166,36,Home,97879.83,44.18,0.678,29889.83,Approved,0
APP_04793,Alan Lane,30,Postgraduate,Salaried,3,2,Married,587895,17522,4,22046,54785,1203565,640,7,0,2,2,242670,24,Personal,48991.25,45.0,0.413,9423.25,Rejected,0
APP_04794,Brent Evans,61,Graduate,Salaried,28,1,Married,639683,22044,2,15504,120041,1905787,761,9,0,1,1,794395,60,Vehicle,53306.92,29.08,1.242,15758.92,Approved,0
APP_04795,David Simpson,30,Postgraduate,Self-Employed,5,3,Single,737917,14262,4,27671,328906,2616436,581,2,0,5,4,463263,48,Medical,61493.08,45.0,0.628,19560.08,Rejected,1
APP_04796,Mark Wells,45,Diploma,Salaried,21,2,Single,786603,31863,0,0,267968,2395396,671,1,0,7,0,952444,12,Business,65550.25,0.0,1.211,33687.25,Rejected,0
APP_04797,Lawrence Barr,50,Graduate,Contract,20,1,Married,640645,25524,1,5248,397659,2097285,712,21,1,3,0,800162,48,Education,53387.08,9.83,1.249,22615.08,Rejected,0
APP_04798,Kimberly Harrison,45,Graduate,Salaried,7,4,Married,829720,16597,0,0,334205,2497596,643,2,0,6,0,671407,12,Personal,69143.33,0.0,0.809,52546.33,Rejected,0
APP_04799,Christina Bird,54,Graduate,Business Owner,32,4,Single,1149299,23409,3,25133,521211,3132362,682,3,0,2,4,1679374,24,Home,95774.92,26.24,1.461,47232.92,Rejected,0
APP_04800,Amanda Harris,39,Graduate,Self-Employed,4,0,Married,672300,28829,4,25211,253940,1319257,677,8,0,6,0,380619,84,Vehicle,56025.0,45.0,0.566,1985.0,Rejected,1
APP_04801,Thomas Osborn,45,Diploma,Salaried,6,0,Married,557005,16907,3,20887,170860,1679138,702,16,0,1,0,739597,48,Personal,46417.08,45.0,1.328,8623.08,Rejected,0
APP_04802,Jennifer Nelson,52,Graduate,Self-Employed,25,4,Married,701649,29282,1,11292,128880,1524780,679,19,0,4,0,316536,24,Education,58470.75,19.31,0.451,17896.75,Approved,0
APP_04803,Sharon Davidson,52,Graduate,Salaried,22,3,Single,726311,27955,4,27236,278852,2059908,669,8,1,7,2,716215,84,Education,60525.92,45.0,0.986,5334.92,Rejected,1
APP_04804,Marcus Herrera,28,Graduate,Salaried,5,4,Married,729963,19705,4,27373,351851,2124056,702,4,0,6,2,567421,12,Vehicle,60830.25,45.0,0.777,13752.25,Approved,0
APP_04805,Nathan Sharp,31,Graduate,Salaried,11,0,Single,470385,16259,1,5443,129421,705272,593,11,0,5,3,306330,36,Education,39198.75,13.89,0.651,17496.75,Rejected,1
APP_04806,Rachel Smith,23,Graduate,Salaried,0,0,Married,632845,27506,4,23731,10000,1327210,626,4,0,3,6,567071,84,Home,52737.08,45.0,0.896,1500.08,Rejected,1
APP_04807,Taylor Simon Jr.,46,Graduate,Business Owner,12,4,Married,703594,21695,0,0,326400,3321862,686,11,1,5,3,823168,120,Personal,58632.83,0.0,1.17,36937.83,Rejected,1
APP_04808,Timothy Carter,64,Graduate,Salaried,11,3,Married,674823,28129,2,13454,382808,1641937,600,16,0,2,1,459499,48,Personal,56235.25,23.92,0.681,14652.25,Approved,1
APP_04809,Mr. Benjamin Charles,44,Graduate,Self-Employed,7,2,Married,518286,9269,2,19435,120572,929502,622,14,0,4,1,155487,24,Medical,43190.5,45.0,0.3,14486.5,Rejected,1
APP_04810,Maria Love,25,Postgraduate,Salaried,2,3,Married,686826,24056,1,3068,19047,2736467,747,1,0,5,2,801683,48,Personal,57235.5,5.36,1.167,30111.5,Rejected,0
APP_04811,Patricia Anderson,57,Graduate,Contract,10,2,Married,797692,32068,0,0,312925,2336210,584,21,0,8,2,603889,84,Business,66474.33,0.0,0.757,34406.33,Approved,0
APP_04812,Eric Skinner,49,Diploma,Salaried,5,0,Single,411355,7150,2,11506,70976,492326,759,2,0,6,0,177346,12,Education,34279.58,33.57,0.431,15623.58,Approved,0
APP_04813,Kathleen Craig,23,Postgraduate,Self-Employed,0,1,Married,768272,30964,4,28810,363145,1678511,666,4,0,7,0,547020,48,Business,64022.67,45.0,0.712,4248.67,Approved,1
APP_04814,Krista Miller,55,Graduate,Salaried,35,4,Married,770834,26423,0,0,98271,951714,689,12,0,6,1,1056479,36,Personal,64236.17,0.0,1.371,37813.17,Rejected,0
APP_04815,Thomas Hunt,23,Graduate,Self-Employed,3,0,Married,369101,6962,0,0,100192,440850,830,5,0,5,0,511171,120,Education,30758.42,0.0,1.385,23796.42,Approved,0
APP_04816,Joseph Herman,42,Postgraduate,Salaried,10,2,Single,435294,9805,2,16323,216544,672714,615,21,1,5,0,401272,60,Personal,36274.5,45.0,0.922,10146.5,Rejected,1
APP_04817,Kenneth Huang,41,Postgraduate,Self-Employed,4,3,Married,681492,25208,3,25555,244065,2192113,678,18,0,2,0,745761,36,Personal,56791.0,45.0,1.094,6028.0,Approved,1
APP_04818,Ricardo Joseph,59,Graduate,Salaried,15,1,Single,862514,17084,4,32344,316308,1489808,801,1,0,1,0,778618,24,Education,71876.17,45.0,0.903,22448.17,Approved,0
APP_04819,Leonard Smith,48,High School,Salaried,25,2,Married,637425,23623,2,14686,63790,465934,653,5,0,6,3,281111,84,Business,53118.75,27.65,0.441,14809.75,Rejected,0
APP_04820,Matthew Hunter,61,Diploma,Self-Employed,14,0,Married,1058944,41144,0,0,470445,2508576,553,15,0,6,4,1753984,48,Business,88245.33,0.0,1.656,47101.33,Rejected,1
APP_04821,Brianna Perez,39,Graduate,Contract,2,3,Married,420575,15386,0,0,126284,1743272,751,18,0,4,0,627506,60,Vehicle,35047.92,0.0,1.492,19661.92,Approved,0
APP_04822,Megan Russell,52,Graduate,Self-Employed,15,4,Married,371613,9800,2,13935,188364,228184,821,17,0,6,0,393005,120,Vehicle,30967.75,45.0,1.058,7232.75,Rejected,0
APP_04823,Kelly Harris,26,High School,Business Owner,5,1,Married,936051,23633,0,0,373725,2628697,777,4,0,7,1,831371,36,Education,78004.25,0.0,0.888,54371.25,Approved,0
APP_04824,Shannon Williams,54,Graduate,Business Owner,15,0,Married,820652,21907,1,13005,464369,1396655,654,7,0,8,0,509864,12,Medical,68387.67,19.02,0.621,33475.67,Approved,0
APP_04825,Jade Young,34,Graduate,Business Owner,9,4,Married,1369907,43766,3,39712,312013,2938365,711,10,0,1,1,1672566,24,Education,114158.92,34.79,1.221,30680.92,Rejected,0
APP_04826,Sarah Mitchell,29,High School,Salaried,8,1,Married,418004,13779,0,0,117581,185322,724,5,0,4,1,105494,24,Home,34833.67,0.0,0.252,21054.67,Approved,0
APP_04827,Mr. David Wright,43,High School,Contract,21,2,Married,263751,5183,0,0,129436,286464,662,18,0,4,1,326674,12,Vehicle,21979.25,0.0,1.239,16796.25,Approved,0
APP_04828,Andre Richardson,22,Graduate,Salaried,2,0,Single,654052,16733,4,24526,230317,1220521,611,3,1,6,4,697340,24,Business,54504.33,45.0,1.066,13245.33,Rejected,1
APP_04829,Sarah Smith,65,High School,Salaried,35,4,Married,634150,28511,1,12332,235261,1021863,785,14,0,1,0,918484,36,Business,52845.83,23.34,1.448,12002.83,Approved,0
APP_04830,Brandon Long,32,High School,Contract,5,0,Married,608775,17664,2,22829,249046,1522539,482,4,1,5,1,169571,24,Medical,50731.25,45.0,0.279,10238.25,Rejected,1
APP_04831,Ashley Galvan,64,Postgraduate,Salaried,7,3,Married,709723,25029,1,5555,215068,1686436,688,18,1,4,3,776198,60,Home,59143.58,9.39,1.094,28559.58,Rejected,0
APP_04832,Kristen Little,58,Graduate,Salaried,25,4,Married,540425,16267,3,20265,139595,1117689,687,23,0,2,1,386881,84,Education,45035.42,45.0,0.716,8503.42,Approved,0
APP_04833,Jean Campbell,57,Diploma,Salaried,6,1,Married,836631,36466,2,21044,433937,2419590,639,8,0,7,0,507181,84,Medical,69719.25,30.18,0.606,12209.25,Rejected,1
APP_04834,Alex Cabrera,42,Graduate,Salaried,5,3,Married,757187,31866,3,28394,390896,3241136,708,19,0,1,2,889549,48,Home,63098.92,45.0,1.175,2838.92,Approved,0
APP_04835,Andrew Bowers,41,Postgraduate,Salaried,3,2,Single,542572,15437,0,0,104960,2349680,730,8,1,4,4,547700,84,Business,45214.33,0.0,1.009,29777.33,Rejected,1
APP_04836,April English,25,High School,Salaried,1,0,Married,404928,10175,4,15184,132437,1568657,632,5,1,2,2,236866,84,Education,33744.0,45.0,0.585,8385.0,Rejected,1
APP_04837,Kyle Morales,35,Graduate,Business Owner,1,2,Married,1099604,27681,4,39034,815047,3461629,602,10,0,1,5,1616877,84,Personal,91633.67,42.6,1.47,24918.67,Rejected,1
APP_04838,Bradley Kane,51,Graduate,Salaried,29,1,Married,714872,22265,3,15527,333937,778203,685,6,0,1,0,654002,120,Personal,59572.67,26.06,0.915,21780.67,Approved,0
APP_04839,Renee Craig,35,Graduate,Salaried,7,3,Married,743139,13443,1,8137,14911,1899034,664,17,1,1,3,284385,12,Business,61928.25,13.14,0.383,40348.25,Rejected,0
APP_04840,Gabriel Holmes,45,Graduate,Salaried,18,0,Married,616986,20904,3,23136,381961,2233078,585,8,1,8,4,473144,48,Home,51415.5,45.0,0.767,7375.5,Approved,1
APP_04841,Rachel Schmidt,23,Graduate,Salaried,1,3,Single,737460,33551,0,0,311007,2088832,610,2,1,4,2,597824,120,Personal,61455.0,0.0,0.811,27904.0,Approved,0
APP_04842,Cynthia Merritt,64,Postgraduate,Salaried,24,0,Married,505026,15426,1,15633,262651,1123487,618,23,0,5,4,292551,12,Education,42085.5,37.15,0.579,11026.5,Rejected,0
APP_04843,Ryan Smith,31,Diploma,Salaried,8,2,Married,816944,26169,1,8179,191615,2115442,658,7,0,4,1,456010,24,Personal,68078.67,12.01,0.558,33730.67,Approved,0
APP_04844,Richard Lewis,49,Postgraduate,Business Owner,19,0,Single,1213732,27769,3,32392,131857,3764748,748,7,1,2,0,663150,120,Home,101144.33,32.03,0.546,40983.33,Rejected,0
APP_04845,Ian Pena,60,Postgraduate,Salaried,27,1,Married,822028,21377,1,10403,469253,3326543,834,15,0,1,0,284851,60,Business,68502.33,15.19,0.347,36722.33,Approved,0
